state_name,crop_name,seed_cost,fertilizer_cost,manure_cost,pesticide_cost,irrigation_cost,misc_cost,machinery_cost,revenue,total_cost,yield_per_acre
Andhra Pradesh,pigeonpeas,363.04,982.14,320.45,829.99,7.62,0.0,3400.73,6429.32,5903.969999999999,1.8170413387021713
Karnataka,pigeonpeas,353.76,708.72,45.44,969.53,5.47,0.0,2606.08,8162.59,4689.0,2.2783836830497157
Maharashtra,pigeonpeas,401.3,445.11,34.28,14.68,51.75,1.33,3577.77,10521.1,4526.22,2.946116023552741
Gujarat,pigeonpeas,301.93,631.49,489.28,54.66,74.3,0.0,4157.04,13643.55,5708.7,3.1160842556807835
Tamil Nadu,pigeonpeas,400.64,0.0,0.0,0.0,350.75,0.0,3649.6,13981.45,4400.99,2.4523987778474736
Uttar Pradesh,pigeonpeas,990.9,74.04,0.0,0.0,810.18,0.0,14826.78,30418.98,16701.9,3.6988324801197874
Odisha,pigeonpeas,897.16,18.5,0.0,0.0,0.0,0.0,5664.24,15234.79,6579.9,1.4609174237672244
Maharashtra,pigeonpeas,1248.64,2001.24,405.15,1578.08,467.93,24.94,14993.49,50191.55,20719.47,5.726310677647154
Madhya Pradesh,pigeonpeas,347.85,103.72,113.36,0.0,0.0,0.0,2803.66,7114.47,3368.59,1.9182129054450539
Andhra Pradesh,pigeonpeas,336.72,703.26,78.41,979.11,0.0,0.1,4289.41,10254.35,6387.01,2.505007992553773
Madhya Pradesh,pigeonpeas,870.41,551.0,49.35,955.08,68.28,0.0,9394.88,24307.52,11889.0,3.0958499423322072
Karnataka,pigeonpeas,698.74,1286.35,246.05,2210.5,50.23,0.0,10268.4,34951.04,14760.269999999999,3.864753849578115
Gujarat,pigeonpeas,1361.05,1472.89,510.93,981.09,959.7,0.0,7278.58,29272.88,12564.24,3.2941462131482573
Andhra Pradesh,pigeonpeas,1577.48,3006.27,288.23,2430.5,163.56,43.93,16059.23,43167.46,23569.2,3.290099350478542
Gujarat,pigeonpeas,1867.69,1755.0,493.36,2712.96,1370.74,21.29,14032.41,53619.8,22253.45,4.67007952085146
Karnataka,pigeonpeas,1395.15,1462.26,138.26,1898.95,78.63,0.0,14266.05,49673.48,19239.3,4.1399405111187555
Madhya Pradesh,pigeonpeas,3270.19,1057.96,1085.17,1077.51,160.59,42.57,16201.37,48188.82,22895.36,4.131846785779325
Maharashtra,pigeonpeas,2725.94,5291.89,1268.75,6113.28,3365.23,96.22,33714.24,109033.3,52575.55,8.967847676089113
Odisha,pigeonpeas,1449.96,0.0,0.0,0.0,0.0,0.0,9398.55,23955.13,10848.509999999998,1.5378078144918153
Bihar,pigeonpeas,1680.0,0.0,0.0,0.0,0.0,0.0,6905.11,16500.0,8585.11,2.225774468343417
Madhya Pradesh,pigeonpeas,1083.73,517.67,334.91,400.27,18.4,6.82,10290.2,31905.12,12652.0,3.3467554278545557
Maharashtra,pigeonpeas,326.86,291.16,103.93,164.92,4.67,2.07,4116.69,13195.28,5010.299999999999,3.646223265413488
Karnataka,pigeonpeas,702.79,1119.56,135.62,1285.28,104.14,0.0,7712.73,30469.55,11060.119999999999,2.9016005341858726
Uttar Pradesh,pigeonpeas,1543.37,184.11,0.0,0.84,323.79,0.0,19769.71,35817.66,21821.82,3.20511523441452
Uttar Pradesh,pigeonpeas,2214.36,15.18,0.0,0.0,1025.55,0.0,28816.68,57582.99,32071.77,3.3710366038728474
Andhra Pradesh,pigeonpeas,1049.02,2410.31,30.09,2040.47,7.12,297.79,11540.26,32582.9,17375.06,2.456445640517189
Bihar,pigeonpeas,2198.61,2051.33,0.0,0.0,0.0,0.0,17716.94,46728.36,21966.879999999997,5.119281277189859
Odisha,pigeonpeas,1387.61,0.0,0.0,0.0,0.0,0.0,9053.28,22677.08,10440.890000000001,1.3314178183363348
Chhattisgarh,pigeonpeas,1573.77,1868.85,0.0,0.0,0.0,0.0,3856.41,10245.9,7299.03,1.6592136945832743
Gujarat,pigeonpeas,646.37,1246.02,829.06,1618.93,1439.79,0.0,14927.26,45080.58,20707.43,4.41108030998968
Karnataka,pigeonpeas,892.6,2789.62,103.27,3909.73,73.22,225.67,13837.82,47077.79,21831.93,4.237065215191922
Madhya Pradesh,pigeonpeas,2091.15,1552.16,372.18,1049.15,251.99,5.54,11585.94,29796.77,16908.11,3.031100139616762
Maharashtra,pigeonpeas,2198.6,4928.73,631.9,7417.73,658.92,281.28,22701.78,81781.46,38818.94,7.559539467028187
Odisha,pigeonpeas,966.07,11.7,31.22,0.0,0.0,14.07,7644.98,21576.57,8668.039999999999,2.0315250601970822
Tamil Nadu,pigeonpeas,1763.33,3871.53,885.84,1939.82,58.38,7.07,17394.92,33221.43,25920.89,3.0472875902956233
Maharashtra,pigeonpeas,2262.69,3939.93,727.52,5166.65,2384.52,146.87,30294.16,128522.6,44922.34,5.697982638959147
Uttar Pradesh,pigeonpeas,2053.79,209.57,21.61,293.27,1305.08,0.0,20844.84,38943.43,24728.16,3.415552093239716
Madhya Pradesh,pigeonpeas,2850.13,1081.64,753.44,1067.76,216.68,2.29,18443.92,53909.21,24415.86,3.172740333056798
Karnataka,pigeonpeas,1238.42,2475.23,1683.94,883.14,283.33,0.0,12040.74,43134.42,18604.8,2.1003217255822424
Uttar Pradesh,pigeonpeas,550.3,30.2,9.21,0.0,212.98,0.0,10279.97,23339.64,11082.66,3.6219420893951964
Tamil Nadu,pigeonpeas,575.95,218.87,0.0,0.0,0.0,0.0,3418.01,18204.71,4212.83,4.091378159082171
Odisha,pigeonpeas,459.21,0.86,0.0,0.0,0.0,0.0,4576.91,8961.09,5036.98,1.7441978106472955
Gujarat,pigeonpeas,825.35,2052.24,537.72,1864.9,1316.72,115.91,16039.87,74953.08,22752.71,4.269440116549645
Madhya Pradesh,pigeonpeas,559.72,306.66,222.58,224.54,61.84,0.0,6225.92,17120.02,7601.26,3.120131118350499
Karnataka,pigeonpeas,315.58,780.67,523.55,1189.58,0.0,0.0,4394.88,15760.93,7204.26,2.93802229821331
Gujarat,pigeonpeas,351.33,917.59,251.49,269.68,110.53,0.0,6122.67,29162.04,8023.29,5.103093826510997
Bihar,pigeonpeas,695.99,971.94,0.0,0.0,0.0,0.0,9141.46,24538.61,10809.39,3.7231136561380787
Andhra Pradesh,pigeonpeas,379.98,948.72,208.82,328.98,0.0,48.19,7259.52,18042.36,9174.210000000001,3.2577244491208193
Andhra Pradesh,pigeonpeas,1334.74,2051.08,331.96,1630.21,158.26,79.8,19234.94,52165.13,24820.989999999998,1.987009570830214
Tamil Nadu,pigeonpeas,483.51,85.23,560.41,0.0,0.0,0.0,3538.47,11283.69,4667.62,2.614273284636086
Odisha,pigeonpeas,1189.54,0.0,0.0,0.0,0.0,0.0,8475.4,22262.89,9664.939999999999,1.214058800914591
Maharashtra,pigeonpeas,1171.24,4175.35,505.62,3887.62,733.64,235.76,18488.7,54627.86,29197.93,4.087331296412456
Uttar Pradesh,pigeonpeas,360.43,40.42,21.87,26.75,104.13,0.0,6743.16,11540.44,7296.76,2.824710143461282
Karnataka,pigeonpeas,851.04,2603.57,39.45,2779.08,79.54,0.0,11261.08,46910.98,17613.76,3.3467554278545557
Maharashtra,pigeonpeas,343.91,398.9,36.83,7.52,155.09,0.54,4816.02,13657.78,5758.81,3.7595354201655162
Andhra Pradesh,pigeonpeas,934.92,1973.72,53.15,997.53,188.03,0.0,14684.27,41005.12,18831.62,3.844519536229538
Madhya Pradesh,pigeonpeas,1694.65,773.46,134.39,727.34,35.5,0.39,14536.9,33841.03,17902.63,2.7680540660852673
Uttar Pradesh,pigeonpeas,668.54,30.59,0.0,0.0,261.29,0.0,13947.45,28840.76,14907.87,3.978066004330143
Tamil Nadu,pigeonpeas,912.17,255.93,1467.83,0.0,0.0,0.0,4246.82,10895.87,6882.75,1.5013860504643775
Bihar,pigeonpeas,863.57,73.19,0.0,0.0,0.0,0.0,8232.94,36320.87,9169.7,3.484348758624876
Odisha,pigeonpeas,391.98,0.0,36.12,0.0,0.0,0.0,2373.9,6078.91,2802.0,1.845369377390178
Gujarat,pigeonpeas,698.94,1019.86,894.35,710.69,1202.35,0.0,8268.08,39716.18,12794.27,2.5009611298840575
Odisha,pigeonpeas,667.24,1.39,0.0,0.0,0.0,0.0,4626.52,12181.73,5295.150000000001,1.9263066307844843
Andhra Pradesh,pigeonpeas,354.9,1152.94,203.53,608.76,32.25,5.84,5078.59,10833.16,7436.81,2.8125695554521357
Karnataka,pigeonpeas,413.22,842.44,183.98,601.97,5.42,0.47,2998.19,8312.73,5045.6900000000005,1.6956354586107123
Andhra Pradesh,pigeonpeas,1125.08,3134.02,1080.85,1622.05,3.7,16.07,11306.11,30147.75,18287.88,2.241961919022278
Maharashtra,pigeonpeas,772.28,1124.58,405.33,467.61,203.38,0.0,9081.19,26879.44,12054.37,3.528864247991745
Gujarat,pigeonpeas,594.94,2502.25,1589.75,1704.88,1547.14,0.0,10562.63,42643.63,18501.59,3.5895671880374738
Madhya Pradesh,pigeonpeas,638.06,305.2,300.11,169.51,70.65,3.48,6495.12,19641.13,7982.13,2.897553671516157
Karnataka,pigeonpeas,307.6,970.63,400.52,1168.21,9.68,0.0,6152.82,22695.41,9009.46,3.0230064142773316
Gujarat,pigeonpeas,399.19,1017.91,357.73,643.12,824.78,0.0,6537.39,28377.77,9780.119999999999,3.8809413002569757
Bihar,pigeonpeas,765.51,0.0,0.0,0.0,0.0,0.0,7396.66,24087.04,8162.17,3.8364258108901077
Andhra Pradesh,pigeonpeas,486.81,1345.27,351.84,1177.11,4.55,91.15,7554.41,17276.63,11011.14,2.598085833957225
Uttar Pradesh,pigeonpeas,337.49,16.73,41.18,1.7,56.57,0.0,6258.75,14475.58,6712.42,4.156127961797616
Punjab,rice,512.69,1863.78,92.77,1139.37,1543.88,19.08,10512.44,30124.23,15684.01,23.269460350862992
Karnataka,rice,924.07,3241.32,2382.71,1004.33,751.16,53.84,8236.17,29549.73,16593.6,18.522490439286944
Odisha,rice,586.1,1001.51,528.81,82.57,68.98,0.0,4898.43,12435.69,7166.400000000001,10.562311567956941
West Bengal,rice,594.38,1204.72,522.06,226.6,923.46,21.17,5285.39,12908.74,8777.78,12.290321927925376
Haryana,rice,406.52,2234.24,117.85,710.28,1971.33,0.0,8305.57,28418.8,13745.789999999999,15.75848323587139
Madhya Pradesh,rice,631.38,687.19,488.08,32.05,203.53,0.24,3764.21,9166.81,5806.68,7.765929463183667
Odisha,rice,563.69,1242.62,577.91,148.86,130.12,0.0,5500.98,13942.86,8164.179999999999,12.87307015236438
Andhra Pradesh,rice,819.39,2116.94,452.89,793.2,997.73,5.15,9130.26,25232.4,14315.56,18.919082980919043
Bihar,rice,745.03,813.69,10.61,0.0,14.74,0.0,4099.58,9307.71,5683.65,9.461564921794379
Andhra Pradesh,rice,794.36,2290.36,628.72,1180.79,1070.14,13.94,11013.68,30260.4,16991.99,21.739746261710607
Chhattisgarh,rice,729.0,976.8,484.23,34.26,49.28,4.43,5535.03,13539.71,7813.03,9.765079622023027
Madhya Pradesh,rice,681.13,541.81,692.19,39.48,53.28,1.97,3434.76,9419.1,5444.620000000001,7.490742801643027
Karnataka,rice,687.53,2816.0,1256.76,566.89,541.99,29.07,7624.09,29171.35,13522.33,18.004492017563386
Uttar Pradesh,rice,960.15,1235.73,120.73,54.86,825.15,0.0,4894.71,13987.23,8091.33,13.330365634042208
Kerala,rice,984.62,1703.54,1098.99,250.0,4.28,0.0,5163.3,20375.8,9204.73,12.047510167742457
Madhya Pradesh,rice,655.59,608.86,538.06,34.77,115.57,0.0,4072.58,7311.39,6025.43,5.649420286922564
Assam,rice,511.7,167.48,177.9,6.89,46.62,0.82,4057.25,12104.46,4968.66,10.590639606644949
Odisha,rice,574.66,1151.73,553.43,133.99,115.99,0.0,4759.96,10911.54,7289.759999999999,10.327593533113454
Assam,rice,506.68,188.41,191.44,6.72,47.36,0.0,4276.17,12084.45,5216.78,10.380202747819752
Karnataka,rice,840.14,2949.75,882.71,861.01,465.2,0.0,6816.57,24245.72,12815.380000000001,18.4051314218652
Kerala,rice,981.52,1350.58,1404.47,151.31,13.33,0.0,5407.2,21791.04,9308.41,13.828129742417191
Tamil Nadu,rice,2204.99,2517.5,624.86,316.5,904.19,5.33,8684.05,25949.24,15257.419999999998,18.291819267113173
Tamil Nadu,rice,2360.26,2299.02,981.63,349.03,1418.9,6.87,10373.56,31121.35,17789.27,18.482021812589792
Kerala,rice,945.14,1703.68,1047.7,266.6,0.0,0.02,5800.16,23159.84,9763.3,13.96572307318751
Karnataka,rice,915.33,3347.9,2046.38,786.52,1046.92,54.38,8789.04,32558.19,16986.47,18.50630298860808
Andhra Pradesh,rice,765.87,2304.91,677.55,1057.42,1275.2,5.06,11260.76,30204.9,17346.77,20.11290746848506
Punjab,rice,554.39,2526.66,151.96,1179.12,4149.34,4.1,11600.09,33606.71,20165.66,23.7469901458894
Uttarakhand,rice,637.26,1005.95,304.5,182.22,782.54,0.0,4244.13,14971.83,7156.6,11.387871552578863
Haryana,rice,340.01,2671.85,62.23,1221.83,3746.82,0.0,10885.4,30319.06,18928.14,17.025151251492282
Uttar Pradesh,rice,1017.73,1402.06,90.59,57.87,1331.59,0.0,5751.99,15404.9,9651.83,12.508852512090002
Tamil Nadu,rice,1880.51,2115.64,431.55,341.39,630.72,0.0,6536.82,25344.49,11936.630000000001,19.376378462596872
Punjab,rice,529.63,2041.69,163.38,922.18,1365.7,9.53,9704.01,28138.54,14736.119999999999,22.103963901984987
Haryana,rice,595.26,1967.21,27.86,679.96,2010.56,0.0,8227.72,23159.79,13508.57,14.912688937900892
Madhya Pradesh,rice,697.96,504.18,515.96,7.63,361.28,0.0,2860.85,6514.74,4947.860000000001,5.232593431941887
Uttar Pradesh,rice,885.74,1158.43,85.5,51.97,558.48,0.0,5282.33,15443.03,8022.45,13.540802492867405
Chhattisgarh,rice,663.46,885.03,392.19,16.06,81.82,0.0,4535.16,10382.31,6573.719999999999,7.80639808988082
Kerala,rice,948.09,1379.27,1249.36,169.11,52.17,0.0,5448.57,21983.77,9246.57,13.532708767527973
Bihar,rice,799.73,970.46,0.82,0.25,209.13,0.0,4341.13,9945.34,6321.52,9.271362376317759
Assam,rice,497.69,161.98,132.71,2.72,11.68,10.47,4392.11,11654.62,5209.36,9.9431415794905
West Bengal,rice,635.49,1532.69,354.69,217.88,1210.44,15.69,6312.73,15365.69,10279.61,14.402784241516766
Jharkhand,rice,654.96,601.91,78.53,0.0,0.0,0.0,4158.83,8290.37,5494.23,8.785738855951923
Karnataka,rice,767.93,2676.97,934.11,774.14,1928.92,0.0,7420.51,26238.13,14502.58,16.26838793225552
Andhra Pradesh,rice,798.47,2166.69,513.56,860.72,1225.68,14.29,9205.23,25407.91,14784.64,18.88670807956132
Bihar,rice,720.48,777.06,32.1,0.05,10.68,0.0,3940.76,11389.73,5481.13,9.518220999170394
Assam,rice,566.25,129.7,147.52,7.95,44.84,0.06,4101.72,13431.21,4998.04,10.076688047591105
Kerala,rice,974.48,1361.6,1321.38,171.29,65.88,0.0,5374.0,21457.22,9268.630000000001,13.374881123409077
Tamil Nadu,rice,2314.74,2673.72,635.11,338.06,829.32,3.22,8147.02,26585.26,14941.189999999999,19.69608061350438
Punjab,rice,557.25,1891.2,83.06,1169.39,1455.71,19.34,11252.29,33515.5,16428.24,24.070739159466623
Haryana,rice,397.58,2258.05,30.73,789.58,2358.9,0.0,9134.57,27653.46,14969.41,15.665405394467939
Jharkhand,rice,700.73,634.69,36.69,0.0,0.37,0.0,3828.54,8346.04,5201.02,8.085631614091175
West Bengal,rice,707.6,1390.32,338.99,199.29,1373.55,26.32,6628.82,17631.22,10664.89,14.872220311203739
Assam,rice,497.22,189.27,166.86,2.28,18.46,19.43,4575.25,12361.86,5468.77,10.428765099856337
Bihar,rice,840.9,930.99,13.82,0.58,195.93,0.0,4716.24,10554.82,6698.459999999999,10.052406871572813
Uttar Pradesh,rice,1037.81,1459.61,249.78,97.13,724.44,0.0,6521.04,18872.6,10089.810000000001,15.40640618360616
Uttar Pradesh,rice,982.62,1249.8,193.7,57.71,827.52,0.0,5401.28,14548.61,8712.63,13.350599947390787
Andhra Pradesh,rice,804.19,2243.07,585.06,790.51,1206.94,4.44,9003.9,25059.7,14638.11,19.829627081604986
Bihar,rice,732.89,744.41,24.96,0.0,16.01,0.0,4059.25,9815.99,5577.52,9.939094716820785
Andhra Pradesh,rice,634.52,2093.21,600.77,417.36,757.02,16.79,8642.99,23894.03,13162.66,19.647518261467795
Haryana,rice,330.82,2616.42,20.45,1617.99,3137.95,0.0,11431.08,32197.99,19154.71,17.454118694482105
Kerala,rice,875.02,1341.39,1241.62,246.5,115.55,0.0,4864.33,19271.33,8684.41,12.2700876145768
Uttarakhand,rice,699.05,1164.48,247.87,123.16,387.38,0.0,4795.58,16225.02,7417.52,12.391493494668259
Punjab,rice,569.48,2375.29,132.34,1603.78,2861.02,9.33,13326.68,38653.5,20877.92,26.332935391837477
Odisha,rice,572.57,1070.91,566.97,118.44,53.93,0.0,5151.73,13513.49,7534.549999999999,12.905445053722103
Madhya Pradesh,rice,640.21,682.63,675.99,1.85,152.6,0.03,4365.28,9801.34,6518.59,7.6566641711013546
Madhya Pradesh,rice,635.42,588.45,417.19,38.1,74.87,0.69,4727.38,10854.91,6482.1,8.109912790109467
Odisha,rice,560.5,975.65,516.12,95.25,83.38,0.0,4816.54,12200.71,7047.4400000000005,10.125250399627689
West Bengal,rice,732.15,1212.3,535.66,208.84,827.96,11.05,6278.24,17358.15,9806.2,14.083082090609254
West Bengal,rice,650.95,1263.34,602.01,284.75,927.03,18.61,5526.05,15144.4,9272.74,14.301612674773883
Tamil Nadu,rice,2207.64,2395.52,583.06,375.84,1048.37,0.36,9254.99,27399.2,15865.779999999999,19.165941603771675
Karnataka,rice,2087.64,6188.04,1239.13,1455.0,313.7,0.0,15906.06,58340.76,27189.57,20.436656482062283
Assam,rice,471.06,49.11,103.93,1.06,8.23,0.0,3585.61,12102.77,4219.0,8.86667610934623
Bihar,rice,765.73,1092.63,102.8,11.07,479.96,0.0,4842.42,13329.26,7294.610000000001,10.14953157564598
Chhattisgarh,rice,844.21,1241.9,782.43,160.57,61.2,2.71,6581.5,17264.27,9674.52,11.436433904615448
Gujarat,rice,1347.66,1606.62,339.77,140.4,799.01,0.0,5346.8,21810.99,9580.26,13.26156896865705
Haryana,rice,739.11,2471.17,73.03,1257.88,3086.56,0.0,12260.41,40189.05,19888.16,20.829202161024664
Himachal Pradesh,rice,808.86,312.69,554.41,139.06,31.21,0.0,6049.68,12931.44,7895.91,6.827057323809717
Jharkhand,rice,779.09,924.7,83.38,0.0,0.0,0.0,4369.85,11940.59,6157.02,8.34058396228324
Karnataka,rice,757.82,3878.64,401.19,628.91,1035.58,0.65,8542.67,33405.33,15245.46,19.708221201513528
Kerala,rice,1047.04,1668.89,1102.32,154.07,0.0,0.12,6977.72,28676.61,10950.16,14.993626191295197
Madhya Pradesh,rice,818.81,587.12,488.57,57.19,209.5,0.65,4055.15,10752.54,6216.99,6.559964387608507
Maharashtra,rice,755.0,2126.79,2005.92,96.43,57.32,0.0,5618.86,19119.46,10660.32,9.947188442160215
Odisha,rice,632.66,1182.82,685.01,139.27,98.01,0.0,6151.19,15422.86,8888.96,11.837073308917262
Punjab,rice,651.28,2248.61,218.29,1251.89,2015.9,29.64,15287.88,41784.16,21703.49,25.527609720564133
Tamil Nadu,rice,1562.96,2991.01,886.95,393.57,1236.57,2.54,10978.01,30366.41,18051.61,20.554015499484024
Uttar Pradesh,rice,1481.74,1602.87,154.87,51.45,1777.87,0.0,6618.56,19278.83,11687.36,12.391493494668259
Uttarakhand,rice,1176.31,855.83,2147.89,3.51,528.81,0.0,7510.43,23004.94,12222.78,15.394265595597012
West Bengal,rice,726.37,1689.21,512.96,314.95,946.8,39.62,8045.51,21784.88,12275.42,14.989579328625483
Andhra Pradesh,rice,962.51,2977.11,531.38,1054.81,564.92,58.96,14411.57,41994.88,20561.26,22.302260172801034
Assam,rice,564.08,167.04,230.82,0.75,102.98,0.74,4506.94,10957.21,5573.349999999999,6.7623075210942725
Andhra Pradesh,rice,890.8,2652.94,487.79,948.51,610.84,38.83,11351.98,32024.22,16981.69,20.6794682422452
West Bengal,rice,678.84,1323.89,603.33,289.88,835.68,38.45,7671.34,20022.85,11441.41,15.046235406001497
Uttarakhand,rice,860.92,977.67,1949.16,384.82,621.02,0.0,6951.79,20552.55,11745.380000000001,14.143785030654985
Uttarakhand,rice,773.75,772.92,1000.96,325.73,561.08,0.0,4595.63,17469.84,8030.07,12.699055057566621
West Bengal,rice,686.78,1660.6,362.6,171.76,1353.83,15.72,7223.85,19058.48,11475.14,14.443252868213916
Andhra Pradesh,rice,890.65,2579.25,383.46,900.32,665.06,41.23,11060.62,29846.84,16520.59,20.319297464640538
Assam,rice,540.0,158.81,164.21,1.84,37.41,0.0,4761.46,12717.86,5663.73,10.18595333967342
Bihar,rice,814.35,1147.24,24.85,9.51,879.44,0.0,4484.89,12330.99,7360.280000000001,10.432811962526053
Chhattisgarh,rice,806.77,1121.92,422.09,123.44,60.53,8.12,6110.39,15871.79,8653.26,11.035794500313632
Gujarat,rice,1436.77,1991.42,359.46,113.7,895.28,75.7,5553.92,19857.84,10426.25,13.435584063454808
Haryana,rice,774.75,2825.21,50.53,1438.81,2809.25,0.0,12395.07,35099.46,20293.62,19.716314926852956
Assam,rice,607.58,190.09,288.17,0.49,95.02,0.0,5252.59,16429.65,6433.9400000000005,10.270937455737439
Himachal Pradesh,rice,832.75,462.05,933.41,77.03,104.53,0.0,5693.52,11934.41,8103.290000000001,6.551870662269076
Karnataka,rice,890.05,3815.52,590.34,702.07,698.81,1.78,8366.78,32251.23,15065.349999999999,19.874142570971856
Kerala,rice,990.93,1785.53,1066.26,150.5,0.0,0.0,6091.78,23841.65,10085.0,14.313753262783026
Madhya Pradesh,rice,690.18,643.96,716.57,8.18,292.87,0.0,4197.43,10272.84,6549.1900000000005,6.487120859553632
Maharashtra,rice,1465.86,1590.6,1145.26,101.79,74.45,0.0,5682.57,20840.26,10060.529999999999,11.76018291819267
Odisha,rice,616.19,1126.94,696.48,94.96,112.11,0.0,6039.48,14556.09,8686.16,12.237712713219077
Punjab,rice,656.9,2247.37,199.37,1439.51,2571.18,30.24,14470.51,37153.63,21615.08,24.74656522530908
Tamil Nadu,rice,1509.28,2877.67,778.15,395.74,1123.64,2.18,10419.19,25787.13,17105.85,17.369134578418084
Uttar Pradesh,rice,1387.19,1655.37,168.5,67.44,1619.44,0.0,7237.43,19385.75,12135.37,13.909066995811497
Jharkhand,rice,602.06,508.62,26.78,0.0,0.0,0.0,3630.1,6834.1,4767.5599999999995,5.831529107059752
Bihar,rice,803.91,1229.4,27.19,21.93,103.92,0.0,5261.57,18317.81,7447.92,11.735901742174379
Chhattisgarh,rice,828.16,1085.7,459.9,103.56,83.45,4.76,7486.11,21458.86,10051.64,11.784464094210964
Gujarat,rice,2187.34,1981.39,275.09,131.82,780.73,0.0,5815.53,25037.62,11171.900000000001,14.164019344003561
Kerala,rice,1138.58,1845.2,691.3,671.41,27.7,0.0,10394.7,45076.81,14768.89,17.2679630116752
Madhya Pradesh,rice,1160.33,1000.1,568.68,272.28,187.62,7.3,10118.19,30654.68,13314.5,10.780842152121568
Maharashtra,rice,1752.32,1786.61,1947.45,55.95,326.04,0.0,7536.17,22082.94,13404.54,8.797879443961069
Odisha,rice,764.56,1440.4,757.02,124.26,116.57,0.0,9066.8,25569.09,12269.61,13.119928775217014
Punjab,rice,901.84,2721.65,342.03,1977.14,1406.3,24.17,24320.3,66794.48,31693.43,27.279901256550858
Tamil Nadu,rice,3109.36,3279.2,961.54,717.95,964.26,15.48,12497.89,42689.38,21545.68,16.996823212804273
Uttar Pradesh,rice,1603.8,2144.8,96.8,244.04,1153.87,1.54,11684.32,33728.05,16929.17,14.815564233827725
Uttarakhand,rice,791.94,1463.38,387.68,367.0,918.76,0.0,11894.34,34500.77,15823.1,14.953157564598047
Karnataka,rice,925.47,3224.26,419.86,170.69,552.57,3.15,11919.11,47559.8,17215.11,18.364662795168048
West Bengal,rice,889.44,2192.9,605.41,323.98,1617.01,35.43,9906.54,28157.59,15570.710000000001,15.798951862568543
Assam,rice,719.29,273.27,199.53,3.94,146.54,0.0,7404.99,20445.6,8747.56,10.453046275874627
Bihar,rice,1189.03,969.94,179.16,7.28,1118.56,0.0,5846.1,16244.18,9310.07,7.6768984844499295
Chhattisgarh,rice,1265.24,1205.2,393.12,246.18,265.49,3.3,7415.97,22449.3,10794.5,9.72865785799559
Gujarat,rice,2400.84,2954.54,360.64,319.43,2441.32,0.0,9454.4,45846.67,17931.17,14.973391877946622
Haryana,rice,905.2,2506.7,0.0,1162.06,3562.59,1.66,22763.36,70844.67,30901.57,17.64836810262844
Himachal Pradesh,rice,1299.96,273.46,132.54,233.06,81.79,0.0,5642.38,17495.87,7663.1900000000005,6.511402035571923
Jharkhand,rice,799.72,649.43,65.26,0.0,0.0,0.0,5068.27,10092.54,6582.68,4.811719714291496
Karnataka,rice,1354.2,3675.06,853.65,399.04,336.12,0.0,13284.11,54596.52,19902.18,19.683940025495236
Andhra Pradesh,rice,3108.3,3005.75,542.75,1760.52,761.32,91.87,21357.09,61375.65,30627.6,22.132291940672992
Uttar Pradesh,rice,1153.75,1509.35,135.43,65.04,1858.0,0.0,6568.6,17311.81,11290.17,12.929726229740394
Jharkhand,rice,898.28,594.09,78.32,0.0,0.0,0.0,6093.17,13763.71,7663.86,7.025353594625766
Haryana,rice,906.57,2697.62,0.7,1612.74,3164.36,0.0,20077.45,59752.73,28459.440000000002,17.000870075473987
Haryana,rice,752.95,2505.52,0.0,1264.98,2758.18,15.83,15741.99,66220.14,23039.45,21.12057627324417
Himachal Pradesh,rice,976.85,329.8,799.73,188.12,51.62,0.0,5655.42,12114.4,8001.54,5.920560085793489
Jharkhand,rice,809.7,593.94,78.06,0.0,0.0,0.0,4641.17,12968.13,6122.87,7.478602213633881
Karnataka,rice,773.4,3994.7,723.86,624.17,873.8,1.58,10624.82,41878.09,17616.329999999998,20.44879707007143
Kerala,rice,1040.95,1778.1,944.97,202.84,31.9,0.0,7897.84,32257.31,11896.6,15.030047955322637
Madhya Pradesh,rice,910.82,685.23,586.02,98.12,271.27,0.0,4159.11,10756.21,6710.57,6.215981060682705
Maharashtra,rice,1042.95,2111.79,2223.78,59.13,62.43,0.0,6571.65,24133.36,12071.73,12.383399769328829
Odisha,rice,670.51,1194.0,762.62,132.19,99.13,0.0,7730.34,21599.55,10588.79,12.962101131098116
Himachal Pradesh,rice,1149.06,361.75,289.84,146.04,73.24,0.0,5973.54,15091.21,7993.469999999999,7.122478298698934
Punjab,rice,725.97,2337.69,180.31,1486.25,1636.38,28.76,18767.63,56037.4,25162.99,27.52271301673378
Uttar Pradesh,rice,1496.44,1693.23,306.21,84.96,1356.56,1.48,7214.46,26109.68,12153.34,14.164019344003561
Uttarakhand,rice,1319.52,724.91,113.2,105.95,365.29,0.0,7420.19,23688.25,10049.06,13.48414641549139
West Bengal,rice,750.56,1667.48,628.71,301.79,1067.95,40.92,8682.24,24977.59,13139.65,14.851985997855165
Andhra Pradesh,rice,1128.92,2920.08,491.26,1546.23,545.94,47.23,18165.26,53772.32,24844.92,22.6624309504057
Assam,rice,672.59,184.67,198.91,3.78,88.03,0.0,6887.27,19406.77,8035.25,10.825357641488436
Bihar,rice,1192.33,1202.74,88.43,45.46,8.25,0.0,5859.73,19344.04,8396.939999999999,10.784889014791283
Chhattisgarh,rice,1036.91,1091.11,416.18,255.07,396.49,2.85,7193.3,20910.21,10391.91,9.801501386050465
