state_name,crop_name,seed_cost,fertilizer_cost,manure_cost,pesticide_cost,irrigation_cost,misc_cost,machinery_cost,revenue,total_cost,yield_per_acre
Maharashtra,coffee,3750.78,5475.06,1332.09,2198.44,2006.57,45.42,17062.76,61253.98,31871.12,6.207887335343275
Odisha,coffee,3744.23,3327.32,1066.31,277.54,0.0,3.33,13003.12,44112.47,21421.850000000002,5.090953238501852
Punjab,coffee,5793.77,3230.52,0.0,5655.54,387.92,53.32,27581.82,68425.11,42702.89,6.839197911818862
Rajasthan,coffee,3954.46,2029.8,1017.5,2460.13,795.99,0.0,18725.68,90415.46,28983.559999999998,8.704801602557618
Tamil Nadu,coffee,2374.2,6007.58,1004.77,1622.27,1232.01,0.0,13926.31,52014.4,26167.14,5.831529107059752
Telangana,coffee,4101.35,9701.81,9.69,5166.02,48.66,157.67,22579.38,70950.76,41764.58,5.896278909775197
Madhya Pradesh,coffee,2097.7,5428.29,2335.2,4327.02,2490.1,79.99,28722.21,96419.71,45480.509999999995,8.097772202100323
Maharashtra,coffee,2926.82,7055.53,1520.65,3063.82,2879.39,146.04,22333.87,85937.16,39926.119999999995,6.381902430141033
Andhra Pradesh,coffee,4106.4,6701.88,643.05,3451.85,501.03,1.64,23798.91,65950.27,39204.759999999995,6.912041439873737
Gujarat,coffee,3375.28,5319.66,3365.17,3541.82,3357.62,0.0,17948.67,78527.56,36908.22,7.960178871330002
Haryana,coffee,3643.89,3452.07,0.2,2136.59,3244.44,15.23,29624.65,77023.39,42117.07,5.823435381720322
Gujarat,coffee,2941.09,4925.16,4414.21,2464.84,3414.47,537.64,20389.29,83208.62,39086.7,6.037919103215232
Haryana,coffee,3576.89,2069.51,0.45,1673.01,2837.9,1.12,17375.82,57762.04,27534.7,7.95208514599057
Haryana,coffee,4626.6,3206.48,0.0,2360.1,4273.53,101.35,20121.24,43982.54,34689.3,4.3908459966411035
Gujarat,coffee,690.47,995.35,737.01,1196.8,1281.15,0.0,3484.62,14134.46,8385.400000000001,2.9137411221950185
Tamil Nadu,coffee,555.87,1829.73,383.01,558.42,1058.33,0.0,11246.79,20991.76,15632.150000000001,3.73120738147751
Tamil Nadu,coffee,1116.48,2167.18,297.55,1261.81,651.86,0.0,8755.43,24388.96,14250.310000000001,4.767204224924627
Punjab,coffee,809.76,1094.15,31.63,8470.45,470.08,0.53,11441.1,37424.66,22317.700000000004,6.102668905930678
Madhya Pradesh,coffee,925.56,1301.79,365.82,976.72,554.32,0.0,5949.39,16561.13,10073.6,2.824710143461282
Maharashtra,coffee,920.76,1407.99,630.63,619.29,342.21,27.28,3995.88,13774.91,7944.040000000001,3.083709354323061
Madhya Pradesh,coffee,496.44,1012.65,0.0,312.68,221.95,0.0,3254.31,8256.69,5298.03,1.8372756520507476
Gujarat,coffee,3132.91,5447.0,2443.08,3864.05,2828.91,340.66,22891.44,93073.2,40948.05,7.041541045304627
Andhra Pradesh,coffee,2181.87,2852.75,1132.29,2987.69,167.55,19.36,13739.34,42754.1,23080.85,8.810020031970215
Gujarat,coffee,2065.32,1707.53,881.56,1304.03,1573.02,0.0,8023.86,36204.03,15555.32,6.288824588737581
Haryana,coffee,1315.57,1374.73,0.0,2027.27,1508.28,0.0,10097.11,29196.5,16322.96,6.06624714190324
Karnataka,coffee,1652.88,1342.85,639.89,712.4,168.21,0.0,4760.18,18446.87,9276.41,3.33461483984541
Madhya Pradesh,coffee,2538.12,2330.51,938.91,1783.09,564.45,2.07,10296.43,27794.27,18453.58,4.815766576961211
Gujarat,coffee,2388.08,2496.06,1653.33,1893.37,2858.4,0.0,13199.13,60254.18,24488.37,7.583820643046478
Maharashtra,coffee,1900.39,1525.12,465.22,312.13,127.45,23.26,5372.31,19870.32,9725.880000000001,4.1439873737884705
Rajasthan,coffee,663.13,1063.96,536.49,1867.42,472.05,0.0,7147.92,31937.57,11750.970000000001,6.8594322251674384
Tamil Nadu,coffee,1385.12,2610.29,125.6,1034.39,663.52,0.0,7782.1,30659.06,13601.02,5.985309888508933
Punjab,coffee,741.62,880.53,18.27,7171.6,288.31,4.66,6744.42,17149.46,15849.41,3.751441694826086
Haryana,coffee,3549.7,3699.01,0.0,3071.87,3483.14,54.89,24211.0,64650.02,38069.61,4.823860302300641
Haryana,coffee,554.34,820.6,0.0,2467.33,1386.11,0.0,9037.94,27301.13,14266.32,4.759110499585197
Tamil Nadu,coffee,1514.83,4883.22,1655.84,1139.78,949.9,108.86,11623.54,56196.95,21875.97,7.466461625624734
Rajasthan,coffee,2233.52,1729.87,1053.32,1273.39,1052.78,0.0,13660.28,60321.63,21003.16,7.616195544404201
Andhra Pradesh,coffee,5333.28,4176.88,14.57,4525.48,172.82,116.44,32585.52,81871.74,46924.99,5.7060763642985775
Punjab,coffee,4137.77,2314.75,111.2,2449.38,340.02,14.89,24237.81,63878.96,33605.82,8.648145525181603
Odisha,coffee,1892.56,2356.91,660.47,196.07,0.0,56.87,10031.0,37576.43,15193.88,5.123328139859574
Maharashtra,coffee,2396.52,2423.11,1151.3,1089.14,841.06,39.79,10158.01,39754.52,18098.93,5.337811861354485
Madhya Pradesh,coffee,1866.36,1038.12,390.88,1265.41,35.84,1.25,11414.09,36910.12,16011.95,5.256874607960179
Karnataka,coffee,1918.56,1367.56,210.23,753.95,25.97,0.0,7332.88,28197.68,11609.150000000001,3.8283320855506773
Punjab,coffee,3273.45,1820.63,3.22,1691.33,912.95,2.11,16168.65,41687.58,23872.34,8.680520426539326
Telangana,coffee,4720.07,7480.61,191.93,3218.73,219.23,96.58,30324.67,78324.58,46251.82,6.118856356609538
Karnataka,coffee,4238.28,5221.82,802.41,2515.41,191.16,0.0,16427.52,56761.25,29396.6,5.673701462940855
Maharashtra,coffee,3789.36,6661.57,2588.03,2152.27,2318.86,34.35,18494.67,60198.46,36039.11,6.1957467473341294
Tamil Nadu,coffee,552.81,1568.98,615.45,1626.35,418.13,0.0,6556.98,22110.48,11338.7,4.0630501203941645
Punjab,coffee,400.74,506.83,3.84,2997.15,103.12,0.0,4660.77,9361.16,8672.45,1.845369377390178
Haryana,coffee,406.8,617.28,8.44,1479.08,717.76,0.0,5670.99,15305.28,8900.349999999999,3.002772100928755
Tamil Nadu,coffee,2452.65,4383.2,2387.32,1382.76,1020.14,0.0,8425.43,47136.21,20051.5,8.344630824952956
Rajasthan,coffee,1125.78,2030.94,316.7,1509.94,452.4,0.0,8984.9,38273.9,14420.66,5.175937354565873
Punjab,coffee,3656.61,2349.2,69.34,2861.34,235.91,5.99,23043.67,67526.08,32222.059999999998,9.870298051435626
Odisha,coffee,1333.62,2734.89,652.21,246.74,0.0,0.0,8525.25,28890.54,13492.71,4.1399405111187555
Maharashtra,coffee,2214.73,2026.37,1238.0,955.55,966.05,31.96,10239.47,34649.45,17672.13,5.135468727868719
Madhya Pradesh,coffee,2212.28,3706.05,2492.19,5342.27,1459.39,23.34,22103.22,69998.59,37338.740000000005,7.272212217478399
Karnataka,coffee,3989.7,4354.41,813.82,3159.95,790.98,257.35,17006.44,66533.38,30372.65,5.3782804880516375
Haryana,coffee,3867.77,2764.41,0.0,2233.19,2859.93,0.0,26389.38,63479.99,38114.68,5.673701462940855
Gujarat,coffee,3106.63,5198.62,4290.06,3159.35,3742.82,3.38,24654.4,98257.57,44155.26000000001,8.47817729305356
Andhra Pradesh,coffee,4808.97,7562.34,357.1,5249.06,104.38,181.44,27047.16,71231.64,45310.45,6.673276542360535
Madhya Pradesh,coffee,2054.58,1402.0,689.4,1154.19,301.77,39.07,12262.99,38255.0,17904.0,6.499261447562777
Karnataka,coffee,2441.62,1936.83,812.94,931.87,43.81,0.0,6663.14,24608.82,12830.21,3.889035025596406
Rajasthan,coffee,5270.04,3371.94,3785.02,2972.08,2791.81,50.16,24211.98,103410.89,42453.03,6.9201351652131695
Haryana,coffee,298.55,703.79,0.0,1555.01,339.36,0.0,5775.05,15984.76,8671.76,4.216830901843346
Haryana,coffee,3334.74,1612.77,10.59,2324.75,1660.98,0.0,14386.16,59533.6,23329.989999999998,8.053256712733454
Gujarat,coffee,2231.87,2410.54,1344.34,2468.12,2707.66,0.0,12886.4,55496.62,24048.93,7.709273385807653
Rajasthan,coffee,551.1,1099.35,46.92,916.83,174.96,0.0,5155.96,21149.66,7945.12,6.7623075210942725
Haryana,coffee,388.0,729.68,0.0,1719.76,492.58,0.0,2905.13,5148.15,6235.15,1.0602780194654096
Rajasthan,coffee,616.67,859.13,207.1,1273.98,1014.57,0.0,4433.16,14423.89,8404.61,2.448351915177758
Andhra Pradesh,coffee,2878.84,3168.5,617.43,1402.91,120.48,1.49,16853.39,48429.6,25043.04,7.215556140102385
Haryana,coffee,378.18,684.19,0.0,1332.95,660.28,0.0,7255.38,21413.77,10310.98,4.819813439630926
Punjab,coffee,594.9,848.11,1.23,4770.08,297.87,0.0,8090.75,22413.06,14602.939999999999,4.682220108860606
Tamil Nadu,coffee,3631.78,6465.51,3947.78,1714.1,3926.38,150.9,23347.33,98996.09,43183.780000000006,7.187228101414379
Tamil Nadu,coffee,670.48,2196.13,514.37,679.41,945.81,0.0,10403.22,21742.32,15409.419999999998,4.548673640760001
Haryana,coffee,509.08,452.59,0.0,1055.49,1409.22,0.0,6567.92,19197.49,9994.3,3.9618785536512817
Rajasthan,coffee,406.57,655.33,317.7,1426.34,454.45,0.0,4317.96,20521.36,7578.35,4.9655004957406765
Karnataka,coffee,357.9,861.28,166.0,436.84,8.68,2.89,2797.78,9329.02,4631.37,1.8777442787479006
Madhya Pradesh,coffee,2388.31,4459.93,6065.35,4828.61,1656.81,2468.62,18533.26,47298.73,40400.89,5.188077942575019
Punjab,coffee,741.66,946.65,38.54,6812.38,1056.83,0.0,8489.1,22905.69,18085.16,4.40298658465025
Tamil Nadu,coffee,1365.66,2035.47,532.8,672.97,667.72,0.0,6457.19,29429.35,11731.810000000001,4.811719714291496
Madhya Pradesh,coffee,796.41,556.03,65.21,269.0,341.56,0.0,3488.28,10851.79,5516.49,2.484773679205196
Odisha,coffee,2853.82,5503.71,1092.43,205.61,0.0,0.0,9360.98,27835.0,19016.550000000003,2.759960340745837
Maharashtra,coffee,1303.92,1152.27,422.06,727.53,499.39,30.98,6303.08,23183.67,10439.23,3.8768944375872607
Odisha,coffee,2607.84,7805.01,1666.4,1753.23,0.0,45.36,17663.29,65437.83,31541.13,5.277108921308755
Punjab,coffee,5692.8,3059.11,31.29,5122.63,615.46,384.89,31535.06,75117.75,46441.240000000005,7.442180449606443
Punjab,coffee,301.28,776.11,106.79,2401.49,875.4,0.0,7499.45,17441.52,11960.52,4.423220897998826
Andhra Pradesh,coffee,1576.99,2469.56,1542.12,4068.56,374.91,0.0,16181.08,47759.6,26213.22,8.502458469071852
Punjab,coffee,5623.87,3948.29,65.29,6220.78,586.88,228.37,44048.93,129194.38,60722.41,9.817688836729326
Karnataka,coffee,357.15,554.14,251.49,325.53,263.63,0.0,3409.26,12504.35,5161.200000000001,1.9708221201513527
Andhra Pradesh,coffee,1476.28,1722.48,331.97,2156.3,78.33,0.0,8644.03,24786.71,14409.390000000001,5.426842840088222
Rajasthan,coffee,5172.5,2220.51,2435.15,1489.3,2134.64,34.63,19015.4,77600.52,32502.129999999997,6.7704012464337024
Tamil Nadu,coffee,3616.8,7876.38,2627.17,2733.68,850.69,68.69,19549.64,95407.08,37323.049999999996,9.514174136500678
Andhra Pradesh,coffee,4193.44,6251.83,608.62,2806.99,187.1,13.95,21381.75,60079.75,35443.68,5.87604459642662
Tamil Nadu,coffee,1215.16,2424.12,459.31,1030.99,1250.35,0.0,11971.97,30502.3,18351.9,5.544201857509965
Andhra Pradesh,coffee,1404.65,2446.89,298.28,2926.31,173.27,13.59,9120.75,24567.67,16383.74,4.953359907731532
Karnataka,coffee,616.43,824.98,194.29,629.31,104.75,0.0,3075.32,9374.01,5445.08,2.1003217255822424
Tamil Nadu,coffee,3571.77,6951.88,7214.93,2809.04,2732.72,217.11,29927.42,87572.58,53424.87,7.385524372230428
Rajasthan,coffee,4651.87,3654.65,744.85,2515.19,4069.56,30.94,21841.67,81831.71,37508.729999999996,7.05772849598349
Punjab,coffee,5175.02,3537.53,0.0,5663.03,1151.84,11.95,36818.25,92827.73,52357.62,8.182756318164342
Odisha,coffee,2620.23,7508.65,1445.18,929.95,0.0,71.7,17889.91,66289.47,30465.620000000003,6.495214584893062
Maharashtra,coffee,3137.91,8292.47,876.89,3886.37,2742.13,159.24,19657.17,63083.36,38752.18,5.896278909775197
Andhra Pradesh,coffee,2314.32,2657.97,1785.24,2294.45,14.82,1.65,15755.04,51902.59,24823.489999999998,9.53036158717954
Gujarat,coffee,1883.27,2024.6,1038.44,1505.26,1368.78,0.0,8756.06,42763.87,16576.41,6.750166933085126
Haryana,coffee,1934.85,1364.95,0.0,1444.9,1957.73,0.0,12649.03,40987.85,19351.46,7.320774569514984
Karnataka,coffee,1756.54,1476.46,388.93,392.23,127.82,0.0,6374.99,24909.26,10516.97,4.358471095283382
Madhya Pradesh,coffee,2201.07,2084.71,808.82,1092.45,736.66,5.89,11057.85,31182.03,17987.45,5.438983428097368
Maharashtra,coffee,1985.16,1752.09,613.1,587.64,82.81,35.76,6213.62,25751.37,11270.18,4.783391675603489
Punjab,coffee,3067.89,1879.47,4.03,2003.56,638.07,13.51,18121.36,46978.75,25727.89,8.530786507759858
Rajasthan,coffee,877.15,1186.84,247.83,1736.26,619.18,0.0,8219.61,37050.32,12886.87,6.6813702676999664
Tamil Nadu,coffee,495.26,1598.28,253.39,934.14,1382.17,0.0,11506.21,27195.83,16169.449999999999,5.281155783978471
Gujarat,coffee,578.57,961.69,578.79,1356.91,596.72,0.0,4989.66,23820.14,9062.34,4.53248619008114
Madhya Pradesh,coffee,670.79,1305.91,40.22,372.08,103.0,0.0,3286.75,8551.24,5778.75,1.5418546771615305
Madhya Pradesh,coffee,2186.35,3206.26,3792.57,4622.07,1576.48,1411.5,22039.97,59854.77,38835.2,5.916513223123773
Rajasthan,coffee,5426.24,2652.91,2638.75,3642.08,3851.43,107.77,26943.05,131520.71,45262.229999999996,7.81449181522025
Punjab,coffee,5487.38,5344.89,145.69,6753.46,636.41,287.76,48653.15,172643.31,67308.74,8.923332186722243
Odisha,coffee,2567.68,9366.64,2621.82,1905.09,0.0,48.97,21784.7,86277.05,38294.9,5.60895166022541
Maharashtra,coffee,3615.64,9691.96,785.35,4478.32,1453.7,90.0,18406.91,86266.95,38521.88,5.151656178547581
Madhya Pradesh,coffee,2001.44,7334.03,2253.66,2314.98,1396.14,150.4,28073.63,71944.54,43524.28,6.090528317921532
Telangana,coffee,5416.14,8504.11,62.41,5752.23,119.12,86.7,32019.71,101091.66,51960.42,8.15038141680662
Tamil Nadu,coffee,2366.88,7653.27,4944.12,2043.58,6941.83,132.27,28730.59,110084.97,52812.54,7.40980554824872
Rajasthan,coffee,5047.02,4143.51,1301.26,2707.37,3191.07,70.03,21195.29,91540.88,37655.55,5.7020295016288625
Punjab,coffee,5889.77,5173.86,168.45,5607.56,360.98,320.54,45353.53,122201.82,62874.69,9.623439428582993
Odisha,coffee,2578.37,8160.18,1858.58,2246.24,0.0,54.41,19962.08,74678.63,34859.86,6.616620464984521
Maharashtra,coffee,3048.31,7788.19,990.75,3202.76,1786.55,126.9,19368.59,70866.95,36312.05,6.001497339187795
Madhya Pradesh,coffee,1809.84,5691.12,1798.67,3403.08,1762.37,94.76,19781.7,58882.22,34341.54,5.556342445519111
Karnataka,coffee,3711.04,4885.09,199.84,4129.4,546.85,240.12,25664.8,100040.32,39377.14,7.385524372230428
Haryana,coffee,3487.4,3370.14,0.0,1777.26,3047.07,27.09,29913.54,75567.09,41622.5,7.021306731956051
Karnataka,coffee,711.48,986.91,666.25,546.63,47.59,0.0,2492.56,7314.71,5451.42,1.6592136945832743
Gujarat,coffee,2573.27,5622.4,2955.69,5082.63,3146.61,397.2,22301.33,94271.42,42079.130000000005,7.7456951498350906
Karnataka,coffee,4094.37,5017.62,0.0,3699.01,132.21,204.95,22553.45,94901.33,35701.61,5.3782804880516375
Haryana,coffee,3759.12,3899.49,10.17,3316.37,3634.3,60.64,24755.41,83816.44,39435.5,4.407033447319965
Gujarat,coffee,3300.65,4548.65,2416.49,3703.17,2460.84,196.88,25392.34,116909.51,42019.020000000004,5.99745047651808
Andhra Pradesh,coffee,5139.89,7392.19,1247.35,6194.25,179.04,117.0,37570.32,117246.78,57840.04,6.721838894397118
Gujarat,coffee,2766.25,4821.0,3246.29,3611.63,3047.83,11.85,19985.39,92801.95,37490.24,7.389571234900145
Andhra Pradesh,coffee,3670.89,6484.81,440.37,2871.65,349.05,1.44,29873.44,89366.84,43691.65,7.40171182290929
Haryana,coffee,4116.27,3304.29,0.0,2241.42,3223.08,0.0,28247.1,76337.9,41132.159999999996,6.151231257967261
Rajasthan,coffee,445.84,773.46,129.63,1286.06,324.7,0.0,4334.53,17018.94,7294.219999999999,3.8364258108901077
Andhra Pradesh,coffee,3639.78,7572.56,783.52,3732.65,22.84,0.97,27604.2,81715.41,43356.520000000004,7.94399142065114
Karnataka,coffee,3232.68,4701.38,1392.32,2615.81,1785.92,0.0,25805.31,90883.4,39533.42,6.701604581048541
Andhra Pradesh,coffee,4657.36,7034.23,1113.17,5706.12,170.16,121.75,28298.34,80043.08,47101.130000000005,6.5275894862507835
Maharashtra,coffee,3690.32,6032.68,2468.41,2399.1,2521.42,524.71,23033.26,91165.16,40669.899999999994,7.458367900285304
Odisha,coffee,2595.6,4685.61,1940.69,916.44,0.0,0.0,21314.89,71165.59,31453.23,6.369761842131887
Punjab,coffee,5135.23,3615.19,6.93,6745.38,524.68,127.28,38684.7,110483.6,54839.39,8.514599057080998
Andhra Pradesh,coffee,5053.5,7087.01,516.72,7359.57,113.85,48.92,30257.62,91367.84,50437.189999999995,8.567208271787297
Tamil Nadu,coffee,3136.29,9024.11,2755.09,3066.39,3632.65,182.38,23792.41,155885.77,45589.32000000001,8.652192387851319
Andhra Pradesh,coffee,1276.64,2222.84,705.13,2423.57,112.49,4.03,8854.42,22103.81,15599.119999999999,5.240687157281317
Telangana,coffee,4279.98,7728.49,331.48,4801.0,45.38,165.93,25442.66,86242.62,42794.92,6.466886546205055
Andhra Pradesh,coffee,1280.17,3132.49,762.38,3194.54,341.68,0.0,11932.02,33568.07,20643.28,7.304587118836123
Gujarat,coffee,2119.6,1358.4,660.82,981.86,1675.96,0.0,6257.12,30115.88,13053.759999999998,6.252402824710143
Haryana,coffee,742.55,987.97,19.77,2793.97,1592.47,0.0,9946.93,32923.17,16083.66,7.300540256166407
Karnataka,coffee,742.17,1169.7,259.84,349.46,238.6,0.0,3627.24,13367.78,6387.01,3.031100139616762
Madhya Pradesh,coffee,3057.4,995.56,234.86,1898.24,1203.96,0.0,5155.57,12569.22,12545.59,3.059428178304769
Maharashtra,coffee,1987.77,1321.42,521.47,692.48,604.05,16.24,5396.91,18655.52,10540.34,3.933550514963275
Punjab,coffee,2774.45,1583.89,31.77,4725.12,997.21,0.98,12053.44,39942.95,22166.86,8.397240039659254
Rajasthan,coffee,554.71,1025.93,719.94,985.4,761.41,0.0,6593.33,25143.23,10640.72,5.244734019951033
Tamil Nadu,coffee,1119.1,2459.95,438.5,964.29,933.52,0.0,7631.19,20888.16,13546.55,4.836000890309787
Karnataka,coffee,532.65,741.7,316.62,733.09,8.57,0.0,3005.51,8704.24,5338.14,2.0598530988850894
Andhra Pradesh,coffee,4120.46,7338.36,1120.11,3134.4,92.93,4.98,21445.41,63713.95,37256.65,6.988931830598329
Gujarat,coffee,3456.53,3735.67,3274.29,1594.9,2907.67,0.0,14080.51,54675.6,29049.57,5.00596912243783
Haryana,coffee,4522.28,2674.63,0.0,1440.51,3693.83,19.9,23762.08,70378.23,36113.23,6.827057323809717
Karnataka,coffee,4872.56,3294.9,518.44,929.57,430.24,0.0,14724.38,51981.66,24770.09,4.933125594382955
Madhya Pradesh,coffee,2403.27,2832.67,1028.73,2073.25,528.17,0.0,17039.07,58259.42,25905.16,6.050059691224378
Maharashtra,coffee,3690.78,6901.08,2680.29,2794.33,2183.71,72.2,17759.83,68594.45,36082.22,6.843244774488578
Gujarat,coffee,583.68,903.94,464.5,1105.21,747.16,0.0,3894.24,17074.38,7698.73,3.844519536229538
Madhya Pradesh,coffee,494.74,377.17,169.26,51.36,34.91,0.0,3414.51,9260.04,4541.950000000001,1.0238562554379715
Gujarat,coffee,669.34,738.43,703.81,473.47,364.97,0.0,2321.01,8695.91,5271.030000000001,1.5175735011432387
Andhra Pradesh,coffee,1662.32,2444.43,179.99,3098.81,110.49,0.0,12083.73,35329.71,19579.769999999997,7.146759474717226
Maharashtra,coffee,852.44,1502.4,453.96,573.02,260.9,14.42,3760.2,12148.13,7417.34,2.4604925031869045
Karnataka,coffee,722.12,724.62,202.97,590.22,283.26,0.0,4669.02,18073.1,7192.210000000001,2.3795552497925985
Andhra Pradesh,coffee,1364.97,1463.83,285.25,2095.59,51.07,0.36,6318.91,18056.39,11579.98,3.7554885574958012
Punjab,coffee,537.86,668.88,4.16,4702.1,162.99,3.57,6774.11,15826.29,12853.669999999998,3.573379737358613
Maharashtra,coffee,1167.67,1312.77,258.45,773.62,133.98,14.9,4341.85,15843.76,8003.24,3.176787195726513
Gujarat,coffee,1036.99,923.43,581.29,1287.03,694.91,0.0,3752.15,14804.58,8275.8,3.0472875902956233
Tamil Nadu,coffee,2745.88,6046.13,2390.69,1895.7,889.7,0.0,16971.71,68204.25,30939.81,6.551870662269076
Rajasthan,coffee,4593.98,2871.73,1883.1,2187.93,1281.17,11.49,18363.4,93628.23,31192.800000000003,8.21917808219178
Maharashtra,coffee,689.33,1127.44,453.08,433.59,49.01,223.3,3445.95,13275.61,6421.700000000001,3.083709354323061
Punjab,coffee,5511.9,3949.15,11.39,4332.81,395.44,12.44,30164.37,76565.0,44377.5,7.523117703000748
Odisha,coffee,3255.97,4992.43,1315.13,466.88,0.0,0.0,13783.91,44950.43,23814.32,4.678173246190891
Andhra Pradesh,coffee,1290.88,1689.56,403.93,1910.25,57.7,0.0,8195.32,24967.67,13547.64,5.026203435786407
Haryana,coffee,394.96,688.01,4.59,1025.47,478.91,0.0,7504.91,22663.66,10096.849999999999,5.5401549948402495
Karnataka,coffee,706.36,962.76,285.65,693.9,222.58,84.13,3239.05,11074.21,6194.43,1.776572712005018
Gujarat,coffee,2979.97,1849.45,931.86,1424.54,1988.71,0.0,8905.63,39776.98,18080.159999999996,7.822585540559681
Haryana,coffee,300.44,707.09,0.0,1779.92,357.0,0.0,4793.21,11153.1,7937.66,2.505007992553773
Tamil Nadu,coffee,3348.23,5988.19,3126.2,2019.15,879.64,0.0,16993.91,71601.73,32355.32,5.637279698913417
Gujarat,coffee,621.47,976.21,653.85,1058.62,558.97,0.0,4713.21,22650.37,8582.33,4.423220897998826
Rajasthan,coffee,4595.84,3498.39,3971.19,2392.61,1841.46,2.6,21786.2,104143.3,38088.29,7.243884178790393
Maharashtra,coffee,1090.46,1342.1,521.09,667.4,565.71,35.13,5949.56,17522.68,10171.45,3.488395621294591
Punjab,coffee,5338.84,3998.61,0.0,5566.01,174.79,48.86,30918.54,88304.38,46045.65,6.94441634123146
Andhra Pradesh,coffee,3711.15,4922.69,1461.39,2738.21,291.93,14.14,23581.13,66113.37,36720.64,7.0091661439469055
Gujarat,coffee,2956.61,3642.49,2434.72,2458.25,2705.02,9.71,17844.26,77964.93,32051.059999999998,7.073915946662351
Gujarat,coffee,712.49,849.54,669.0,492.95,949.24,0.0,4188.67,17054.89,7861.889999999999,3.148459157038506
Madhya Pradesh,coffee,2352.29,1379.99,120.0,1262.94,1401.94,0.0,5518.59,12406.3,12035.75,2.573804657938933
Odisha,coffee,3221.73,4826.02,1523.79,409.63,0.0,0.0,14374.04,47425.19,24355.21,4.8764695170069405
Andhra Pradesh,coffee,1679.36,2081.84,651.37,2029.73,132.11,6.09,8745.93,24310.39,15326.43,5.018109710446976
Haryana,coffee,4532.93,2123.81,16.28,1992.39,2699.34,89.77,23830.82,74423.04,35285.34,7.543352016349326
Maharashtra,coffee,3326.11,7882.99,2800.6,2889.51,1297.8,53.85,18569.0,82111.95,36819.86,7.256024766799539
Madhya Pradesh,coffee,2421.1,2861.75,1212.38,1233.44,712.7,0.0,17318.18,56740.73,25759.550000000003,5.41065538940936
Karnataka,coffee,3777.29,3193.61,1387.77,902.87,266.3,0.0,15236.81,57495.87,24764.65,5.969122437830072
Rajasthan,coffee,324.07,783.72,168.4,1270.76,330.6,0.0,3563.58,15596.79,6441.129999999999,3.484348758624876
Madhya Pradesh,coffee,2346.5,1693.22,818.0,1943.07,499.41,0.0,19595.47,64563.0,26895.670000000002,6.612573602314805
Karnataka,coffee,652.62,1108.41,481.41,540.55,11.48,0.0,4068.68,11470.4,6863.15,2.8611319074887196
Tamil Nadu,coffee,360.67,1402.63,233.34,1764.54,403.98,0.0,7389.85,20878.7,11555.01,4.443455211347403
Gujarat,coffee,3003.51,5307.41,2439.07,2285.61,2920.24,0.0,21200.76,105652.5,37156.6,8.425568078347261
Haryana,coffee,4604.17,3402.93,22.5,1877.1,2640.85,0.0,22428.83,80422.96,34976.380000000005,6.462839683535339
Punjab,coffee,423.74,690.31,6.22,2428.77,175.14,0.0,4543.2,8813.28,8267.38,1.8898848667570467
Andhra Pradesh,coffee,2212.22,3615.54,1110.77,1791.0,231.65,30.02,21074.17,62053.4,30065.37,6.046012828554663
Gujarat,coffee,2496.29,2909.88,1785.22,3069.38,3075.33,0.0,19774.79,102270.9,33110.89,8.907144736043383
Rajasthan,coffee,447.56,1440.22,605.2,1515.43,257.08,0.0,4931.72,20214.01,9197.21,4.342283644604521
Karnataka,coffee,2491.98,2453.63,526.02,749.77,65.58,0.0,13812.51,59090.52,20099.49,4.896703830355516
Haryana,coffee,758.24,1289.81,0.0,1667.25,2012.11,0.0,9313.7,22814.52,15041.11,4.815766576961211
Karnataka,coffee,1151.4,1185.26,314.34,385.58,72.18,0.0,3587.04,11742.71,6695.799999999999,2.363367799113737
Madhya Pradesh,coffee,3779.76,1871.13,915.04,2098.43,1014.07,38.27,14138.94,40719.21,23855.64,6.604479876975375
Maharashtra,coffee,1956.2,1302.0,458.4,382.4,251.52,80.95,5294.6,17732.12,9726.07,3.775722870844378
Punjab,coffee,3452.94,1888.65,22.22,2016.33,810.08,16.45,14426.11,38624.29,22632.78,8.243459258210073
Rajasthan,coffee,693.25,949.05,449.98,1078.93,797.94,0.0,6335.26,24318.06,10304.41,5.2852026466481865
Tamil Nadu,coffee,1473.93,2517.82,340.86,925.52,605.18,0.0,8648.15,22278.99,14511.46,4.269440116549645
Haryana,coffee,3512.57,2072.46,14.58,1500.96,2485.23,0.0,17659.83,71900.8,27245.630000000005,6.580198700957084
Tamil Nadu,coffee,4040.12,8408.69,3073.33,3118.13,622.33,150.03,20520.57,101800.4,39933.2,9.987657068857368
Rajasthan,coffee,4963.94,2525.0,5468.84,1200.39,1850.0,15.79,21562.09,93543.41,37586.05,5.916513223123773
Rajasthan,coffee,5713.21,2683.66,2143.16,1287.81,2549.4,12.6,19396.16,80515.7,33786.0,6.3576212541227415
Karnataka,coffee,4046.36,5130.53,337.61,1046.19,364.77,0.0,19170.71,79971.87,30096.17,5.9488881244814955
Madhya Pradesh,coffee,1836.9,1203.08,167.59,1070.0,135.3,0.0,17426.52,58790.49,21839.39,5.811294793711175
Maharashtra,coffee,2753.7,3549.41,1465.21,1449.27,703.79,34.95,15093.71,62684.87,25050.04,5.827482244390037
Tamil Nadu,coffee,1853.05,5055.83,1166.69,1356.59,672.57,0.0,14703.09,79735.18,24807.82,8.033022399384878
Rajasthan,coffee,2555.58,1825.0,459.49,1735.15,645.68,0.0,19119.46,93152.16,26340.36,8.73717650391534
